stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
2423,7491,MAITLAND / AGINCOURT,,,45.366592,-75.751248,,,0,,,,,
2424,2980,MAITLAND / GARFIELD,,,45.367458,-75.752362,,,0,,,,,
2428,6410,CARLING / SHERBOURNE,,,45.375717,-75.75814,,,0,,,,,
2429,6411,CARLING / MCKELLAR,,,45.37473,-75.760587,,,0,,,,,
243,0595,INNES / TRIM,,,45.470678,-75.45371,,,0,,,,,
2430,7483,CARLING / MELWOOD,,,45.373458,-75.763488,,,0,,,,,
2431,7484,CARLING / IROQUOIS,,,45.372283,-75.766245,,,0,,,,,
2432,4891,CARLING / IROQUOIS,,,45.371742,-75.767462,,,0,,,,,
2433,6488,WOODROFFE / CARLINGWOOD MALL,,,45.371448,-75.77122,,,0,,,,,
2434,6489,WOODROFFE / FLOWER,,,45.372608,-75.771952,,,0,,,,,
2435,2785,WOODROFFE / ANTHONY,,,45.375263,-75.773582,,,0,,,,,
2436,6472,WOODROFFE / KNIGHTSBRIDGE,,,45.376598,-75.774337,,,0,,,,,
2437,4929,RICHMOND / WOODROFFE,,,45.37729,-75.775353,,,0,,,,,
2438,6246,RICHMOND / ALLISON,,,45.374215,-75.77826,,,0,,,,,
2439,4926,RICHMOND / NEW ORCHARD,,,45.37419,-75.778293,,,0,,,,,
244,0437,VALIN / INNES,,,45.473047,-75.448132,,,0,,,,,
2440,6885,AMBLESIDE / NEW ORCHARD N,,,45.373745,-75.779717,,,0,,,,,
2441,6247,AMBLESIDE / MCEWEN,,,45.372333,-75.781805,,,0,,,,,
2442,5716,MCEWEN / AMBLESIDE,,,45.371297,-75.782005,,,0,,,,,
2443,4927,RICHMOND / MCEWEN,,,45.370137,-75.782292,,,0,,,,,
2444,6249,RICHMOND / STARFLOWER,,,45.368405,-75.784827,,,0,,,,,
2445,8573,LINCOLN FIELDS MALL WEST,,,45.364921,-75.786415,,,0,,,,,
2446,5837,CROYDON / BOND,,,45.363533,-75.78725,,,0,,,,,
2447,4917,SAVILLE ROW / WOODROFFE,,,45.373403,-75.771903,,,0,,,,,
245,0439,VALIN / TRAIL SIDE,,,45.474477,-75.449117,,,0,,,,,
2452,3014,LINCOLN FIELDS 1B,,,45.3661,-75.783492,,,0,3014_stn,,,,1B
2453,4473,PRINCE OF WALES / BASELINE,,,45.374063,-75.708118,,,0,,,,,
2454,6705,PRINCE OF WALES / SANFORD,,,45.372187,-75.708357,,,0,,,,,
2455,6706,PRINCE OF WALES / DYNES,,,45.370193,-75.70351,,,0,,,,,
2456,6707,PRINCE OF WALES / MEADOWLANDS,,,45.368897,-75.701507,,,0,,,,,
2457,6708,PRINCE OF WALES / MELFA,,,45.367412,-75.701102,,,0,,,,,
2458,6040,PRINCE OF WALES / NORMANDY,,,45.364978,-75.700743,,,0,,,,,
2459,6041,PRINCE OF WALES / NORMANDY,,,45.363858,-75.700568,,,0,,,,,
246,0441,VALIN / MONDAVI,,,45.47528,-75.452725,,,0,,,,,
2460,6042,PRINCE OF WALES / FALAISE,,,45.360838,-75.700148,,,0,,,,,
2462,6045,PRINCE OF WALES / BORDEN SIDE,,,45.354488,-75.703932,,,0,,,,,
2463,1224,PRINCE OF WALES / RIDEAU SHORE,,,45.349602,-75.703208,,,0,,,,,
2465,9041,COLONNADE / 106 COLONNADE,,,45.346757,-75.70556,,,0,,,,,
2466,0715,COLONNADE / CITIPLACE,,,45.3474,-75.70827,,,0,,,,,
2467,9042,COLONNADE / 82 COLONNADE,,,45.347248,-75.710107,,,0,,,,,
2468,9043,COLONNADE / 80 COLONNADE,,,45.346462,-75.711918,,,0,,,,,
2469,9044,COLONNADE / 60 COLONNADE,,,45.345508,-75.714112,,,0,,,,,
247,0443,VALIN / BREEZEWOOD,,,45.473992,-75.454895,,,0,,,,,
2470,9045,COLONNADE / 40 COLONNADE,,,45.34407,-75.717393,,,0,,,,,
2476,0983,COLONNADE / COLONNADE,,,45.342615,-75.720533,,,0,,,,,
2477,1599,COLONNADE / AD. 40,,,45.343967,-75.717465,,,0,,,,,
2478,6047,COLONNADE / AD. 60,,,45.345422,-75.71408,,,0,,,,,
2479,2622,COLONNADE / AD. 80,,,45.346438,-75.711695,,,0,,,,,
248,0476,VALIN / TRIM,,,45.472642,-75.456922,,,0,,,,,
2480,0348,COLONNADE / AD. 82,,,45.347217,-75.709923,,,0,,,,,
2481,0716,COLONNADE / CITIPLACE,,,45.347137,-75.70746,,,0,,,,,
2482,6048,COLONNADE / AD. 100,,,45.346692,-75.705433,,,0,,,,,
2484,1611,PRINCE OF WALES / COLONNADE,,,45.346357,-75.701014,,,0,,,,,
2485,1225,PRINCE OF WALES / RIDEAU SHORE,,,45.349903,-75.703112,,,0,,,,,
2486,6711,PRINCE OF WALES / BORDEN SIDE,,,45.354402,-75.70378,,,0,,,,,
2487,6044,PRINCE OF WALES / NORMANDY,,,45.357732,-75.7008,,,0,,,,,
2488,6712,PRINCE OF WALES / FALAISE,,,45.361133,-75.700037,,,0,,,,,
2489,6043,PRINCE OF WALES / MELFA,,,45.363858,-75.700427,,,0,,,,,
249,0478,VALIN / PROVENCE,,,45.471608,-75.461292,,,0,,,,,
2490,6713,PRINCE OF WALES / MELFA,,,45.365925,-75.700712,,,0,,,,,
2491,6702,PRINCE OF WALES / HOG'S BACK,,,45.369232,-75.70142,,,0,,,,,
2492,6703,PRINCE OF WALES / DYNES,,,45.370438,-75.703978,,,0,,,,,
2493,6704,PRINCE OF WALES / SANFORD,,,45.372378,-75.708293,,,0,,,,,
2494,4474,PRINCE OF WALES / FOREST HILL,,,45.373912,-75.707952,,,0,,,,,
2496,7515,RICHMOND / WOODROFFE,,,45.377735,-75.774702,,,0,,,,,
2498,2459,RICHMOND / SHERBOURNE,,,45.380787,-75.771587,,,0,,,,,
2499,7512,RICHMOND / REDWOOD,,,45.382796,-75.769403,,,0,,,,,
2500,7511,RICHMOND / WAVELL,,,45.383982,-75.767517,,,0,,,,,
2501,4940,RICHMOND / WESTMINSTER,,,45.385578,-75.76499,,,0,,,,,
2502,7509,RICHMOND / FRASER,,,45.38685,-75.763012,,,0,,,,,
2503,7508,RICHMOND / BROADVIEW,,,45.388177,-75.760905,,,0,,,,,
2504,4941,RICHMOND / GOLDEN,,,45.39003,-75.75792,,,0,,,,,
2505,2436,RICHMOND / ROOSEVELT,,,45.39072,-75.756582,,,0,,,,,
2508,7379,CHURCHILL / SCOTT,,,45.394647,-75.755262,,,0,,,,,
2509,7380,CHURCHILL / SCOTT,,,45.39452,-75.755278,,,0,,,,,
251,0480,VALIN / DEMETER,,,45.472943,-75.4649,,,0,,,,,
2512,4876,RICHMOND / CHURCHILL,,,45.391912,-75.754348,,,0,,,,,
2513,7406,RICHMOND / ROOSEVELT,,,45.390712,-75.756852,,,0,,,,,
2514,4922,RICHMOND / GOLDEN,,,45.389577,-75.75887,,,0,,,,,
2515,7506,RICHMOND / BROADVIEW,,,45.388543,-75.760587,,,0,,,,,
2516,7507,RICHMOND / FRASER,,,45.387223,-75.762662,,,0,,,,,
2517,7510,RICHMOND / WESTMINSTER,,,45.385475,-75.765403,,,0,,,,,
2518,4923,RICHMOND / WAVELL,,,45.38406,-75.767612,,,0,,,,,
252,0481,VALIN / FRENETTE,,,45.47439,-75.468422,,,0,,,,,
2520,4924,RICHMOND / SHERBOURNE,,,45.380667,-75.771832,,,0,,,,,
2521,4869,RICHMOND / LOCKHART,,,45.379125,-75.773462,,,0,,,,,
2523,7528,DOVERCOURT / BRIERWOOD,,,45.382607,-75.754365,,,0,,,,,
2524,4859,DOVERCOURT / ROOSEVELT,,,45.383273,-75.75221,,,0,,,,,
2525,7529,DOVERCOURT / CHURCHILL,,,45.384212,-75.749118,,,0,,,,,
2526,4860,CHURCHILL / AVONDALE,,,45.385578,-75.749763,,,0,,,,,
2527,7536,CHURCHILL / CLARE,,,45.387002,-75.750662,,,0,,,,,
253,5908,PORTOBELLO / AD. 1538,,,45.476455,-75.46777,,,0,,,,,
2540,5853,HOLLAND / BYRON,,,45.398333,-75.730992,,,0,,,,,
2541,1597,HOLLAND / SPENCER,,,45.401655,-75.732987,,,0,,,,,
2542,2796,BRITANNIA PARK LOOP,,,45.3637,-75.801738,,,0,,,,,
2543,4953,BRITANNIA PARK,,,45.362793,-75.800848,,,0,,,,,
2544,2795,DON / GREENVIEW,,,45.363143,-75.797153,,,0,,,,,
2545,4954,DON / BRITANNIA,,,45.363715,-75.795365,,,0,,,,,
2546,2788,BRITANNIA / HOWE,,,45.365392,-75.796152,,,0,,,,,
2547,2789,BRITANNIA / SALINA,,,45.36683,-75.797542,,,0,,,,,
2548,2790,BRITANNIA / JAMIESON,,,45.368833,-75.798702,,,0,,,,,
2549,4949,BRITANNIA / ROWATT,,,45.370598,-75.799775,,,0,,,,,
255,3246,SPRINGRIDGE / TRIM,,,45.47892,-75.464478,,,0,,,,,
2550,4950,CASSELS / BRADFORD,,,45.372108,-75.801477,,,0,,,,,
2551,2791,BRADFORD / ROWATT,,,45.370392,-75.800705,,,0,,,,,
2552,2792,BRADFORD / JAMIESON,,,45.368913,-75.799823,,,0,,,,,
2553,4951,SALINA / BRADFORD,,,45.366807,-75.797995,,,0,,,,,
2554,2793,BRITANNIA / HOWE,,,45.365702,-75.796597,,,0,,,,,
2555,4955,POULIN / VIOLET,,,45.365885,-75.793712,,,0,,,,,
2556,6600,POULIN / REGINA,,,45.365265,-75.793307,,,0,,,,,
2557,4956,POULIN / DON,,,45.364335,-75.792758,,,0,,,,,
2558,6255,POULIN / PRISCILLA,,,45.362905,-75.791907,,,0,,,,,
2559,6451,RICHMOND / FOREST,,,45.363143,-75.789992,,,0,,,,,
256,3247,SPRINGRIDGE / LOBELIA,,,45.480565,-75.463518,,,0,,,,,
2560,6256,RICHMOND / CROYDON,,,45.364693,-75.788657,,,0,,,,,
2562,2353,SAVILLE ROW / HAYMARKET,,,45.373952,-75.770045,,,0,,,,,
2563,4918,SAVILLE ROW / NEEPAWA,,,45.374968,-75.768995,,,0,,,,,
2564,7518,SAVILLE ROW / BLACK FRIARS,,,45.376995,-75.768463,,,0,,,,,
2565,4919,SHERBOURNE / DOVERCOURT,,,45.378522,-75.767382,,,0,,,,,
2566,7519,DOVERCOURT / COURTENAY,,,45.379133,-75.765705,,,0,,,,,
2567,4920,DOVERCOURT / WINDERMERE,,,45.379937,-75.762843,,,0,,,,,
2568,7523,DOVERCOURT / MANSFIELD,,,45.380468,-75.760945,,,0,,,,,
2569,4921,DOVERCOURT / DENBURY,,,45.381103,-75.7586,,,0,,,,,
257,3248,SPRINGRIDGE / CAPRIHANI,,,45.482193,-75.464478,,,0,,,,,
2571,7334,SCOTT / PARKDALE,,,45.404835,-75.731715,,,0,,,,,
2572,7333,SCOTT / STIRLING,,,45.406218,-75.728408,,,0,,,,,
2577,2396,ALBERT / EMPRESS N,,,45.413675,-75.71077,,,0,,,,,
2578,3005,SLATER / BAY,,,45.41628,-75.706822,,,0,,,,,
2579,7689,BAY / QUEEN,,,45.417983,-75.706368,,,0,,,,,
258,3249,SPRINGRIDGE / HEATHERSTONE,,,45.482035,-75.46684,,,0,,,,,
2584,7610,LAURIER E / COPERNICUS,,,45.424875,-75.683844,,,0,,,,,
2586,7612,KING EDWARD / OSGOODE,,,45.423923,-75.68171,,,0,,,,,
2587,8259,SOMERSET E / KING EDWARD,,,45.422255,-75.679637,,,0,,,,,
2588,6792,SOMERSET E / SWEETLAND,,,45.423217,-75.677387,,,0,,,,,
2589,7614,SOMERSET E / CHAPEL,,,45.423988,-75.67552,,,0,,,,,
259,3250,SPRINGRIDGE / BIRDSEYE,,,45.480835,-75.46877,,,0,,,,,
2590,6408,CHAPEL / TEMPLETON,,,45.422685,-75.674025,,,0,,,,,
2591,7621,CHAPEL / MANN,,,45.42104,-75.672627,,,0,,,,,
2592,6805,CHAPEL / WIGGINS,,,45.419702,-75.671612,,,0,,,,,
2593,6806,LEES / CHAPEL,,,45.4184,-75.669868,,,0,,,,,
2596,6808,LEES / CONCORD,,,45.413482,-75.676313,,,0,,,,,
2597,7623,LEES / ROSEMERE,,,45.412917,-75.677673,,,0,,,,,
2599,CF185,MAIN / EVELYN,,,45.410978,-75.679183,,,,,,0,,
26,2983,MEADOWLANDS / VIEWMOUNT,,,45.345348,-75.747961,,,0,,,,,
2600,7639,MAIN / HAZEL,,,45.408654,-75.677796,,,0,,,,,
2602,7640,MAIN / CLEGG,,,45.405876,-75.676213,,,0,,,,,
2603,7641,MAIN / BOWER,,,45.404303,-75.675191,,,0,,,,,
2606,1232,RICHMOND / ASSALY,,,45.367228,-75.786208,,,0,,,,,
2608,7351,HOLLAND / SPENCER,,,45.40137,-75.73297,,,0,,,,,
2609,4871,HOLLAND / BYRON,,,45.398088,-75.731028,,,0,,,,,
2616,7532,CLARE / KIRKWOOD,,,45.389092,-75.74346,,,0,,,,,
2617,4856,CLARE / LADEROUTE,,,45.388765,-75.74455,,,0,,,,,
2618,7530,CLARE / TWEEDSMUIR,,,45.387963,-75.747275,,,0,,,,,
2619,4857,CLARE / EVERED,,,45.387653,-75.748713,,,0,,,,,
2620,7537,CHURCHILL / PRINCETON,,,45.386985,-75.750732,,,0,,,,,
2621,4858,CHURCHILL / AVONDALE,,,45.385802,-75.750057,,,0,,,,,
2622,7527,DOVERCOURT / CHURCHILL,,,45.38414,-75.749422,,,0,,,,,
2623,7526,DOVERCOURT / ROOSEVELT,,,45.38325,-75.75248,,,0,,,,,
2624,4911,DOVERCOURT / BRIERWOOD,,,45.382383,-75.755,,,0,,,,,
2625,7524,DOVERCOURT / BROADVIEW,,,45.381447,-75.757455,,,0,,,,,
2626,4912,DOVERCOURT / DENBURY,,,45.381103,-75.758823,,,0,,,,,
2627,7522,DOVERCOURT / MANSFIELD,,,45.380555,-75.760753,,,0,,,,,
2628,7521,DOVERCOURT / WINDERMERE,,,45.380055,-75.76259,,,0,,,,,
2629,4913,DOVERCOURT / WAVELL,,,45.379498,-75.764577,,,0,,,,,
2630,7520,DOVERCOURT / ROWANWOOD,,,45.37899,-75.766445,,,0,,,,,
2631,4914,DOVERCOURT / SHERBOURNE,,,45.37872,-75.767462,,,0,,,,,
2632,7517,SAVILLE ROW / BLACK FRIARS,,,45.376845,-75.76863,,,0,,,,,
2633,7516,SAVILLE ROW / NEEPAWA,,,45.375032,-75.769058,,,0,,,,,
2634,4915,SAVILLE ROW / LOCKHART,,,45.373952,-75.770243,,,0,,,,,
2637,7642,MAIN / BECKWITH,,,45.404413,-75.675233,,,0,,,,,
2640,7636,MAIN / OBLATS,,,45.409738,-75.678237,,,0,,,,,
2641,6799,MAIN / LEES,,,45.411987,-75.679565,,,0,,,,,
2643,6800,LEES / CONCORD,,,45.413417,-75.676157,,,0,,,,,
2645,6803,LEES / CHAPEL,,,45.418465,-75.669877,,,0,,,,,
2646,6804,CHAPEL / WIGGINS,,,45.419998,-75.671777,,,0,,,,,
2647,7617,MANN / CHAPEL,,,45.421084,-75.672158,,,0,,,,,
2648,6793,MANN / GOULBOURN,,,45.421772,-75.670502,,,0,,,,,
2649,7616,RANGE / TEMPLETON,,,45.423937,-75.670374,,,0,,,,,
2650,7615,SOMERSET E / GOULBOURN,,,45.425045,-75.673152,,,0,,,,,
2651,6794,SOMERSET E / CHAPEL,,,45.424187,-75.675113,,,0,,,,,
2652,6795,SOMERSET E / SWEETLAND,,,45.423288,-75.677228,,,0,,,,,
2653,6796,SOMERSET E / KING EDWARD,,,45.42212,-75.680002,,,0,,,,,
2654,7613,KING EDWARD / OSGOODE,,,45.423567,-75.681368,,,0,,,,,
2657,8973,KING EDWARD / STEWART,,,45.42696,-75.68434,,,0,,,,,
2658,7558,ELGIN / QUEEN,,,45.423392,-75.695348,,,0,,,,,
2659,1228,QUEEN / METCALFE,,,45.422381,-75.696695,,,0,,,,,
2660,7683,QUEEN / KENT,,,45.419864,-75.702506,,,0,,,,,
2663,3004,ALBERT / BAY,,,45.417065,-75.707268,,,0,,,,,
2667,8045,TOM BROWN ARENA,,,45.407775,-75.72492,,,0,,,,,
2669,7332,SCOTT / HINCHEY,,,45.40582,-75.729473,,,0,,,,,
2670,8050,SCOTT / PARKDALE,,,45.404683,-75.732255,,,0,,,,,
2671,4945,RICHMOND / ASSALY,,,45.366823,-75.78698,,,0,,,,,
2672,4946,RICHMOND / CROYDON,,,45.364613,-75.788935,,,0,,,,,
2673,6264,RICHMOND / PLAZA,,,45.363247,-75.790055,,,0,,,,,
2674,6265,RICHMOND / POULIN,,,45.362222,-75.79093,,,0,,,,,
2675,4947,POULIN / PRISCILLA,,,45.363072,-75.791947,,,0,,,,,
2676,6254,POULIN / DON,,,45.364423,-75.792758,,,0,,,,,
2677,4948,POULIN / VIOLET,,,45.365798,-75.793545,,,0,,,,,
2678,2860,HOWE / BRITANNIA,,,45.365727,-75.796238,,,0,,,,,
2679,0325,DON / ZEPHYR,,,45.363557,-75.796048,,,0,,,,,
2680,2794,DON / GREENVIEW,,,45.363103,-75.797303,,,0,,,,,
2681,4952,BRITANNIA PARK PARKING,,,45.36292,-75.801007,,,0,,,,,
2683,0835,KATIMAVIK / CASTLEFRANK,,,45.309165,-75.89817,,,0,,,,,
2684,6172,KATIMAVIK / CHIMO,,,45.31066,-75.895913,,,0,,,,,
2686,0855,KATIMAVIK / WHITNEY,,,45.312383,-75.89372,,,0,,,,,
2687,0862,KATIMAVIK / BEAUFORT,,,45.314458,-75.891297,,,0,,,,,
2688,6173,KATIMAVIK / PEARY,,,45.315595,-75.888618,,,0,,,,,
2689,6174,KATIMAVIK / CHIMO,,,45.314872,-75.885995,,,0,,,,,
269,1765,PLACE D'ORLÉANS / ROCQUE,,,45.476655,-75.519705,,,0,,,,,
2690,6175,KATIMAVIK / EAGLESON,,,45.31422,-75.883698,,,0,,,,,
2691,3055,EAGLESON D,,,45.318107,-75.884278,,,0,3055_stn,,,,D
2692,6446,TERON / SALTER,,,45.323223,-75.8912,,,0,,,,,
2693,7978,TERON / PENFIELD,,,45.325083,-75.893593,,,0,,,,,
2694,7979,TERON / BETHUNE,,,45.332013,-75.902923,,,0,,,,,
2695,7980,TERON / STEACIE,,,45.333245,-75.90456,,,0,,,,,
2696,7999,FLAMBOROUGH / TERRY FOX,,,45.345945,-75.931732,,,0,,,,,
2697,4874,HALTON / FLAMBOROUGH,,,45.348623,-75.93282,,,0,,,,,
2698,1252,HALTON / BRADY,,,45.348202,-75.935467,,,0,,,,,
2699,1254,HALTON / WIMBLEDON,,,45.348807,-75.938782,,,0,,,,,
27,4517,MEADOWLANDS / INDIAN,,,45.347042,-75.74346,,,0,,,,,
270,8114,ST JOSEPH / GABRIEL,,,45.474643,-75.518313,,,0,,,,,
2700,0463,HALTON / KLONDIKE,,,45.350293,-75.941022,,,0,,,,,
2701,0464,HALTON / WHERNSIDE,,,45.351778,-75.943192,,,0,,,,,
2704,1260,FLAMBOROUGH / KEIGHLEY,,,45.352677,-75.934045,,,0,,,,,
2705,1262,FLAMBOROUGH / LAXFORD,,,45.351262,-75.93317,,,0,,,,,
271,1766,ST JOSEPH / ST PIERRE,,,45.473277,-75.52085,,,0,,,,,
2712,6202,HELMSDALE / TOBERMORY,,,45.353368,-75.921368,,,0,,,,,
2713,1898,MARCH ROAD / SOLANDT,,,45.34326,-75.917308,,,0,,,,,
2714,1820,MARCH ROAD / AD. 570,,,45.345922,-75.920677,,,0,,,,,
2715,1502,HELMSDALE / KIMBOLTON,,,45.352892,-75.918595,,,0,,,,,
2716,1505,TERRY FOX / HELMSDALE,,,45.35251,-75.91621,,,0,,,,,
2717,1513,359 TERRY FOX,,,45.350808,-75.918268,,,0,,,,,
2718,1515,TERRY FOX / LEGGET,,,45.349562,-75.920677,,,0,,,,,
2719,0868,TERON / STEACIE,,,45.33315,-75.9046,,,0,,,,,
272,8543,ST JOSEPH / BELCOURT,,,45.471703,-75.523535,,,0,,,,,
2720,7981,TERON / BETHUNE,,,45.332077,-75.903098,,,0,,,,,
2721,6445,TERON / PENFIELD,,,45.325132,-75.893918,,,0,,,,,
2722,7982,TERON / SALTER,,,45.323303,-75.891478,,,0,,,,,
2723,3055,EAGLESON C,,,45.317972,-75.884628,,,0,3055_stn,,,,C
2724,0842,KATIMAVIK / EAGLESON,,,45.31437,-75.883325,,,0,,,,,
2725,0845,KATIMAVIK / HEARST,,,45.315087,-75.886162,,,0,,,,,
2726,0846,KATIMAVIK / PEARY,,,45.315698,-75.888745,,,0,,,,,
2727,6176,KATIMAVIK / BEAUFORT,,,45.314513,-75.891383,,,0,,,,,
2728,1826,KATIMAVIK / WHITNEY,,,45.31236,-75.893958,,,0,,,,,
273,7801,ST JOSEPH / ST JEAN,,,45.470718,-75.525697,,,0,,,,,
2730,1870,KATIMAVIK / CHIMO,,,45.310563,-75.896183,,,0,,,,,
2734,5379,KAKULU / CASTLEFRANK,,,45.304818,-75.895087,,,0,,,,,
2735,1725,KAKULU / BERNIER,,,45.306512,-75.89202,,,0,,,,,
2736,1722,PICKFORD / SHEARER,,,45.308188,-75.888658,,,0,,,,,
2737,5397,PICKFORD / STURSBURG,,,45.305843,-75.888522,,,0,,,,,
2738,5394,PICKFORD / LOMBARDO,,,45.303785,-75.884883,,,0,,,,,
2739,1719,IRWIN / PICKFORD,,,45.303507,-75.881465,,,0,,,,,
274,7802,ST JOSEPH / DUSSERE,,,45.46986,-75.527612,,,0,,,,,
2740,0884,ABBEYHILL / HAZELDEAN MALL,,,45.299788,-75.877127,,,0,,,,,
2741,1932,ABBEYHILL / BANNING,,,45.297205,-75.879733,,,0,,,,,
2742,5428,CASTLEFRANK / ABBEYHILL,,,45.293398,-75.88234,,,0,,,,,
2743,5429,CASTLEFRANK / AD. 114,,,45.292618,-75.88067,,,0,,,,,
2744,5430,CASTLEFRANK / SHELDRAKE,,,45.290847,-75.879852,,,0,,,,,
2745,1916,SHELDRAKE / BINSCARTH,,,45.29091,-75.881767,,,0,,,,,
2746,0814,SHELDRAKE / MORTON,,,45.28913,-75.883405,,,0,,,,,
2747,5418,SHELDRAKE / LAURIE,,,45.287223,-75.883277,,,0,,,,,
2748,1967,SHELDRAKE / CASTLEFRANK,,,45.286167,-75.882037,,,0,,,,,
2749,5421,CASTLEFRANK / GLAMORGAN,,,45.285705,-75.882228,,,0,,,,,
275,7803,ST JOSEPH / COUSINEAU,,,45.469223,-75.529018,,,0,,,,,
2750,1966,GLAMORGAN / UXBRIDGE,,,45.284623,-75.880242,,,0,,,,,
2751,5407,ROTHESAY / SHOULDICE,,,45.290608,-75.872882,,,0,,,,,
2752,1937,ROTHESAY / EAGLESON,,,45.293382,-75.871707,,,0,,,,,
2753,5777,EAGLESON / ROTHESAY,,,45.293382,-75.871087,,,0,,,,,
2754,6197,EAGLESON / AD. 500,,,45.291125,-75.869783,,,0,,,,,
2755,1800,EAGLESON / MICHAEL COWPLAND,,,45.287382,-75.867757,,,0,,,,,
2756,2064,760 EAGLESON (SUPERSTORE),,,45.284119,-75.866176,,,0,,,,,
2759,0633,BRIDGESTONE / WINDWAYS,,,45.277512,-75.859452,,,0,,,,,
276,1233,ORLÉANS / ST JOSEPH,,,45.468247,-75.529997,,,0,,,,,
2760,4925,BRIDGESTONE / GRASSY PLAINS,,,45.279268,-75.855605,,,0,,,,,
2761,3569,BRIDGESTONE / MILNER DOWNS,,,45.280412,-75.854873,,,0,,,,,
2762,3376,BRIDGESTONE / CEDAR VALLEY,,,45.283178,-75.854842,,,0,,,,,
2763,0416,BRIDGESTONE / BRIDLE PARK,,,45.284313,-75.856033,,,0,,,,,
2765,0637,BRIDGESTONE / EQUESTRIAN,,,45.289328,-75.85845,,,0,,,,,
2767,6217,STONEHAVEN / BRIDLEWOOD,,,45.290338,-75.862487,,,0,,,,,
2769,6199,BRIDLEWOOD / WILLOWGLEN,,,45.292302,-75.865213,,,0,,,,,
277,1755,ORLÉANS / NOTRE DAME,,,45.467325,-75.529432,,,0,,,,,
2770,5701,BRIDLEWOOD / LONGDEN,,,45.293715,-75.865293,,,0,,,,,
2771,6200,BRIDLEWOOD / AINTREE,,,45.294813,-75.86395,,,0,,,,,
2772,5764,STEEPLE CHASE / CLYDESDALE,,,45.295107,-75.861177,,,0,,,,,
2773,6201,STEEPLE CHASE / KOKANEE GATE,,,45.297022,-75.859857,,,0,,,,,
2774,6203,STEEPLE CHASE / BONNECHERE,,,45.298656,-75.858861,,,0,,,,,
2775,5776,STEEPLE CHASE / SPRINGWATER,,,45.299778,-75.857587,,,0,,,,,
2776,6204,STEEPLE CHASE / MATTAWA,,,45.300837,-75.854563,,,0,,,,,
2777,1197,STEEPLE CHASE / BON ECHO,,,45.29869,-75.853078,,,0,,,,,
2778,3709,STEEPLE CHASE / PINE HILL,,,45.296275,-75.854333,,,0,,,,,
2779,3576,STEEPLE CHASE / SAUBLE,,,45.29424,-75.85686,,,0,,,,,
278,7743,ORLÉANS / CARRIÈRE,,,45.464957,-75.528113,,,0,,,,,
2780,6209,STEEPLE CHASE / SPRUCEMEADOW,,,45.292755,-75.858132,,,0,,,,,
2781,0638,BRIDGESTONE / EQUESTRIAN,,,45.289027,-75.858433,,,0,,,,,
2782,0636,BRIDGESTONE / FOXHALL,,,45.286833,-75.857973,,,0,,,,,
2783,6727,BRIDGESTONE / BRIDLE PARK,,,45.284068,-75.855883,,,0,,,,,
2784,3377,BRIDGESTONE / CEDAR VALLEY,,,45.283122,-75.854802,,,0,,,,,
2785,3590,BRIDGESTONE / SPUR,,,45.280253,-75.855057,,,0,,,,,
2786,6221,BRIDGESTONE / GRASSY PLAINS,,,45.279165,-75.855835,,,0,,,,,
2787,0634,BRIDGESTONE / WINDWAYS,,,45.277598,-75.85942,,,0,,,,,
279,7744,ORLÉANS / JEANNE D'ARC,,,45.461452,-75.526253,,,0,,,,,
2790,0630,EAGLESON / CADENCE,,,45.284433,-75.865937,,,0,,,,,
2791,5778,EAGLESON / STONEHAVEN,,,45.28859,-75.868098,,,0,,,,,
2792,6218,EAGLESON / AD. 465,,,45.290807,-75.869393,,,0,,,,,
2793,0423,EAGLESON / AD. 485,,,45.292333,-75.87022,,,0,,,,,
2794,5406,ROTHESAY / SHOULDICE,,,45.29076,-75.872842,,,0,,,,,
2795,1066,ROTHESAY / OLD COLONY,,,45.28956,-75.873757,,,0,,,,,
2796,5632,ROTHESAY / BALLANTRAE,,,45.288788,-75.874615,,,0,,,,,
2797,0816,GLAMORGAN / ROTHESAY,,,45.286815,-75.877041,,,0,,,,,
2798,5424,GLAMORGAN / UXBRIDGE,,,45.285165,-75.879542,,,0,,,,,
2799,5425,GLAMORGAN / CASTLEFRANK,,,45.285427,-75.882387,,,0,,,,,
28,4518,MEADOWLANDS / SAVUTO,,,45.347742,-75.741633,,,0,,,,,
280,7745,ORLÉANS / BEAUSÉJOUR,,,45.458527,-75.524927,,,0,,,,,
2800,0815,SHELDRAKE / CASTLEFRANK,,,45.28638,-75.882165,,,0,,,,,
2802,5414,SHELDRAKE / MORTON,,,45.288915,-75.883405,,,0,,,,,
2803,0405,SHELDRAKE / BINSCARTH,,,45.290935,-75.88168,,,0,,,,,
2804,1935,CASTLEFRANK / STOKES,,,45.292452,-75.880225,,,0,,,,,
2806,5432,ABBEYHILL / OLD COLONY,,,45.296887,-75.87978,,,0,,,,,
2807,5404,IRWIN / HAZELDEAN,,,45.30295,-75.880368,,,0,,,,,
2808,1718,IRWIN GATE / PICKFORD,,,45.303698,-75.881592,,,0,,,,,
2809,5393,PICKFORD / VICKERS,,,45.303753,-75.88458,,,0,,,,,
281,7746,ORLÉANS / LIBRARY,,,45.457255,-75.524513,,,0,,,,,
